-8838-02-11T06:31:24.909355925,909355925,23484909355925,909355,23484909355,909,23484909,24,23484,31,391,6,6,6,6,0,7,4,7,11,42,-3947500,2,6,2,-106055,8839,-8838,0
3100-09-17T20:06:55.414909130,414909130,72415414909130,414909,72415414909,414,72415414,55,72415,6,1206,8,8,20,20,1,1,3,1,17,260,412983,3,38,9,37208,3100,3100,1
4483-01-15T06:29:10.326278316,326278316,23350326278316,326278,23350326278,326,23350326,10,23350,29,389,6,6,6,6,0,5,1,1,15,15,917869,3,3,1,53796,4483,4483,1
4379-08-13T14:39:06.021458851,21458851,52746021458851,21458,52746021458,21,52746021,6,52746,39,879,2,2,14,14,1,1,6,1,13,225,880093,2,33,8,52555,4379,4379,1
-5902-05-21T05:00:23.660841229,660841229,18023660841229,660841,18023660841,660,18023660,23,18023,0,300,5,5,5,5,0,3,7,1,21,141,-2875048,3,21,5,-70820,5903,-5902,0
-1886-05-12T07:09:00.496554298,496554298,25740496554298,496554,25740496554,496,25740496,0,25740,9,429,7,7,7,7,0,6,5,6,12,132,-1408244,2,19,5,-22628,1887,-1886,0
4030-05-18T09:36:53.892754814,892754814,34613892754814,892754,34613892754,892,34613892,53,34613,36,576,9,9,9,9,0,6,4,5,18,138,752537,3,20,5,48364,4030,4030,1
-0533-07-10T04:19:04.172775103,172775103,15544172775103,172775,15544172775,172,15544172,4,15544,19,259,4,4,4,4,0,3,3,2,10,191,-914012,2,28,7,-6390,534,-533,0
-8084-05-01T07:09:50.302959398,302959398,25790302959398,302959,25790302959,302,25790302,50,25790,9,429,7,7,7,7,0,1,1,3,1,122,-3672028,1,18,5,-97004,8085,-8084,0
7710-09-13T16:46:51.151416292,151416292,60411151416292,151416,60411151416,151,60411151,51,60411,46,1006,4,4,16,16,1,6,6,4,13,256,2096747,2,37,9,92528,7710,7710,1
6976-06-08T03:13:47.227229436,227229436,11627227229436,227229,11627227229,227,11627227,47,11627,13,193,3,3,3,3,0,6,1,6,8,160,1828563,2,23,6,83717,6976,6976,1
-1150-04-18T10:49:04.104739239,104739239,38944104739239,104739,38944104739,104,38944104,4,38944,49,649,10,10,10,10,0,1,4,3,18,108,-1139449,3,16,4,-13797,1151,-1150,0
-8078-06-25T02:03:46.543190404,543190404,7426543190404,543190,7426543190,543,7426543,46,7426,3,123,2,2,2,2,0,7,4,1,25,176,-3669782,4,26,6,-96931,8079,-8078,0
8128-10-19T23:51:28.520928299,520928299,85888520928299,520928,85888520928,520,85888520,28,85888,51,1431,11,11,23,23,1,2,5,6,19,293,2249455,3,42,10,97545,8128,8128,1
-5677-12-25T23:57:30.969526203,969526203,86250969526203,969526,86250969526,969,86250969,30,86250,57,1437,11,11,23,23,1,2,4,2,25,359,-2792652,4,52,12,-68113,5678,-5677,0
-4006-12-27T07:39:09.306438087,306438087,27549306438087,306438,27549306438,306,27549306,9,27549,39,459,7,7,7,7,0,2,6,4,27,361,-2182329,4,52,12,-48061,4007,-4006,0
2486-09-15T04:45:06.284734619,284734619,17106284734619,284734,17106284734,284,17106284,6,17106,45,285,4,4,4,4,0,7,1,6,15,258,188723,3,37,9,29840,2486,2486,1
9453-10-28T20:53:18.578075319,578075319,75198578075319,578075,75198578075,578,75198578,18,75198,53,1253,8,8,20,20,1,5,7,7,28,301,2733410,4,43,10,113445,9453,9453,1
-4969-05-16T17:58:27.252426689,252426689,64707252426689,252426,64707252426,252,64707252,27,64707,58,1078,5,5,17,17,1,1,2,3,16,136,-2534283,3,20,5,-59624,4970,-4969,0
2908-12-05T22:24:32.998582677,998582677,80672998582677,998582,80672998582,998,80672998,32,80672,24,1344,10,10,22,22,1,3,5,4,5,340,342936,1,49,12,34907,2908,2908,1
-9670-09-10T20:14:26.583414428,583414428,72866583414428,583414,72866583414,583,72866583,26,72866,14,1214,8,8,20,20,1,3,3,1,10,253,-4251171,2,37,9,-116032,9671,-9670,0
-3262-05-16T03:03:49.819501129,819501129,11029819501129,819501,11029819501,819,11029819,49,11029,3,183,3,3,3,3,0,1,2,3,16,136,-1910814,3,20,5,-39140,3263,-3262,0
-9605-10-03T19:47:33.578450529,578450529,71253578450529,578450,71253578450,578,71253578,33,71253,47,1187,7,7,19,19,1,2,3,3,3,276,-4227407,1,40,10,-115251,9606,-9605,0
0883-04-06T19:57:03.153263623,153263623,71823153263623,153263,71823153263,153,71823153,3,71823,57,1197,7,7,19,19,1,2,6,5,6,96,-396923,1,14,4,10599,883,883,1
9802-12-20T11:47:07.845605528,845605528,42427845605528,845605,42427845605,845,42427845,7,42427,47,707,11,11,11,11,0,1,6,4,20,354,2860932,3,51,12,117635,9802,9802,1
8736-02-03T00:36:25.348232909,348232909,2185348232909,348232,2185348232,348,2185348,25,2185,36,36,0,12,0,24,0,1,3,6,3,34,2471263,1,5,2,104833,8736,8736,1
9786-09-27T14:18:06.181487785,181487785,51486181487785,181487,51486181487,181,51486181,6,51486,18,858,2,2,14,14,1,3,6,4,27,270,2855005,4,39,9,117440,9786,9786,1
-3411-03-16T13:33:11.321280884,321280884,48791321280884,321280,48791321280,321,48791321,11,48791,33,813,1,1,13,13,1,1,2,5,16,75,-1965295,3,11,3,-40930,3412,-3411,0
-1876-09-07T19:33:14.007162934,7162934,70394007162934,7162,70394007162,7,70394007,14,70394,33,1173,7,7,19,19,1,4,7,6,7,251,-1404473,1,36,9,-22504,1877,-1876,0
-2153-08-08T16:52:47.758889242,758889242,60767758889242,758889,60767758889,758,60767758,47,60767,52,1012,4,4,16,16,1,7,1,3,8,220,-1505676,2,32,8,-25829,2154,-2153,0
7877-09-27T23:00:24.509713817,509713817,82824509713817,509713,82824509713,509,82824509,24,82824,0,1380,11,11,23,23,1,4,6,4,27,270,2157757,4,39,9,94532,7877,7877,1
4918-11-16T12:42:33.492926931,492926931,45753492926931,492926,45753492926,492,45753492,33,45753,42,762,0,12,12,12,1,3,2,5,16,320,1077054,3,46,11,59026,4918,4918,1
-8453-01-20T07:48:16.927135945,927135945,28096927135945,927135,28096927135,927,28096927,16,28096,48,468,7,7,7,7,0,1,6,6,20,20,-3806904,3,3,1,-101436,8454,-8453,0
0724-04-12T04:56:04.386489766,386489766,17764386489766,386489,17764386489,386,17764386,4,17764,56,296,4,4,4,4,0,6,5,5,12,103,-454991,2,15,4,8691,724,724,1
5413-03-07T22:01:38.202681469,202681469,79298202681469,202681,79298202681,202,79298202,38,79298,1,1321,10,10,22,22,1,7,7,3,7,66,1257595,1,10,3,64958,5413,5413,1
-9547-02-12T15:09:06.400359380,400359380,54546400359380,400359,54546400359,400,54546400,6,54546,9,909,3,3,15,15,1,3,5,1,12,43,-4206455,2,7,2,-114563,9548,-9547,0
3382-09-17T15:25:49.227994136,227994136,55549227994136,227994,55549227994,227,55549227,49,55549,25,925,3,3,15,15,1,2,3,1,17,260,515982,3,38,9,40592,3382,3382,1
5562-05-10T04:35:48.120790117,120790117,16548120790117,120790,16548120790,120,16548120,48,16548,35,275,4,4,4,4,0,4,3,4,10,130,1312080,2,19,5,66748,5562,5562,1
-8605-02-12T12:54:49.747623447,747623447,46489747623447,747623,46489747623,747,46489747,49,46489,54,774,0,12,12,12,1,4,5,1,12,43,-3862397,2,7,2,-103259,8606,-8605,0
3343-03-20T15:01:28.460076918,460076918,54088460076918,460076,54088460076,460,54088460,28,54088,1,901,3,3,15,15,1,3,6,2,20,79,501556,3,12,3,40118,3343,3343,1
8065-04-07T06:58:40.090668047,90668047,25120090668047,90668,25120090668,90,25120090,40,25120,58,418,6,6,6,6,0,2,7,6,7,97,2226250,1,14,4,96783,8065,8065,1
-1394-11-15T14:52:40.453728257,453728257,53560453728257,453728,53560453728,453,53560453,40,53560,52,892,2,2,14,14,1,6,1,4,15,319,-1228358,3,46,11,-16718,1395,-1394,0
-2668-11-09T13:24:39.198695522,198695522,48279198695522,198695,48279198695,198,48279198,39,48279,24,804,1,1,13,13,1,7,2,6,9,314,-1693682,2,45,11,-32006,2669,-2668,0
-5006-04-03T13:33:01.792795511,792795511,48781792795511,792795,48781792795,792,48781792,1,48781,33,813,1,1,13,13,1,4,3,2,3,93,-2547839,1,14,4,-60069,5007,-5006,0
9002-08-24T04:28:18.298824142,298824142,16098298824142,298824,16098298824,298,16098298,18,16098,28,268,4,4,4,4,0,2,3,5,24,236,2568620,4,34,8,108031,9002,9002,1
-0782-02-20T01:51:15.291490977,291490977,6675291490977,291490,6675291490,291,6675291,15,6675,51,111,1,1,1,1,0,2,6,2,20,51,-1005097,3,8,2,-9383,783,-782,0
-5085-01-03T12:29:20.698702845,698702845,44960698702845,698702,44960698702,698,44960698,20,44960,29,749,0,12,12,12,1,4,3,3,3,3,-2576784,1,1,1,-61020,5086,-5085,0
1961-08-13T12:43:53.269427915,269427915,45833269427915,269427,45833269427,269,45833269,53,45833,43,763,0,12,12,12,1,7,6,1,13,225,-3063,2,33,8,23539,1961,1961,1
-7585-05-12T09:29:14.630238028,630238028,34154630238028,630238,34154630238,630,34154630,14,34154,29,569,9,9,9,9,0,2,5,6,12,132,-3489761,2,19,5,-91016,7586,-7585,0
-1713-06-11T18:49:52.868664327,868664327,67792868664327,868664,67792868664,868,67792868,52,67792,49,1129,6,6,18,18,1,6,4,1,11,162,-1345027,2,24,6,-20551,1714,-1713,0
3418-05-17T21:24:21.002244886,2244886,77061002244886,2244,77061002244,2,77061002,21,77061,24,1284,9,9,21,21,1,7,3,4,17,137,529007,3,20,5,41020,3418,3418,1
-6032-06-01T10:31:24.404634314,404634314,37884404634314,404634,37884404634,404,37884404,24,37884,31,631,10,10,10,10,0,6,1,6,1,153,-2922519,1,22,6,-72379,6033,-6032,0
-3773-06-12T17:37:18.106234306,106234306,63438106234306,106234,63438106234,106,63438106,18,63438,37,1057,5,5,17,17,1,2,5,2,12,163,-2097426,2,24,6,-45271,3774,-3773,0
-5604-04-01T02:52:04.326263423,326263423,10324326263423,326263,10324326263,326,10324326,4,10324,52,172,2,2,2,2,0,1,1,1,1,92,-2766256,1,14,4,-67245,5605,-5604,0
-0363-01-18T16:22:53.111710526,111710526,58973111710526,111710,58973111710,111,58973111,53,58973,22,982,4,4,16,16,1,7,4,4,18,18,-852093,3,3,1,-4356,364,-363,0
3613-09-11T09:05:55.782504900,782504900,32755782504900,782504,32755782504,782,32755782,55,32755,5,545,9,9,9,9,0,3,4,2,11,254,600347,2,37,9,43364,3613,3613,1
-2019-03-04T14:14:33.100668229,100668229,51273100668229,100668,51273100668,100,51273100,33,51273,14,854,2,2,14,14,1,3,4,7,4,63,-1456890,1,9,3,-24226,2020,-2019,0
2317-05-24T16:48:21.071035682,71035682,60501071035682,71035,60501071035,71,60501071,21,60501,48,1008,4,4,16,16,1,4,3,4,24,144,126882,4,21,5,27808,2317,2317,1
8256-05-20T23:04:13.698315635,698315635,83053698315635,698315,83053698315,698,83053698,13,83053,4,1384,11,11,23,23,1,2,6,1,20,141,2296054,3,21,5,99076,8256,8256,1
3955-01-26T03:35:25.109376027,109376027,12925109376027,109376,12925109376,109,12925109,25,12925,35,215,3,3,3,3,0,3,5,5,26,26,725031,4,4,1,47460,3955,3955,1
8830-01-09T13:49:40.058420743,58420743,49780058420743,58420,49780058420,58,49780058,40,49780,49,829,1,1,13,13,1,3,2,2,9,9,2505572,2,2,1,105960,8830,8830,1
4445-05-12T19:25:23.379483456,379483456,69923379483456,379483,69923379483,379,69923379,23,69923,25,1165,7,7,19,19,1,5,5,6,12,132,904107,2,19,5,53344,4445,4445,1
6917-08-17T01:39:57.893597091,893597091,5997893597091,893597,5997893597,893,5997893,57,5997,39,99,1,1,1,1,0,2,3,5,17,229,1807083,3,33,8,83011,6917,6917,1
-9355-11-16T07:31:06.413947637,413947637,27066413947637,413947,27066413947,413,27066413,6,27066,31,451,7,7,7,7,0,7,2,5,16,320,-4136052,3,46,11,-112250,9356,-9355,0
6776-07-26T12:29:48.624238203,624238203,44988624238203,624238,44988624238,624,44988624,48,44988,29,749,0,12,12,12,1,1,5,5,26,208,1755562,4,30,7,81318,6776,6776,1
9934-01-01T01:23:22.961065505,961065505,5002961065505,961065,5002961065,961,5002961,22,5002,23,83,1,1,1,1,0,1,1,1,1,1,2908791,1,1,1,119208,9934,9934,1
7222-02-07T07:04:07.471801597,471801597,25447471801597,471801,25447471801,471,25447471,7,25447,4,424,7,7,7,7,0,1,7,3,7,38,1918291,1,6,2,86665,7222,7222,1
2787-10-27T00:59:47.484375757,484375757,3587484375757,484375,3587484375,484,3587484,47,3587,59,59,0,12,0,24,0,2,6,6,27,300,298702,4,43,10,33453,2787,2787,1
-0717-03-28T06:07:06.409822787,409822787,22026409822787,409822,22026409822,409,22026409,6,22026,7,367,6,6,6,6,0,7,7,3,28,87,-981320,4,13,3,-8602,718,-717,0
7612-12-03T04:58:35.655730024,655730024,17915655730024,655730,17915655730,655,17915655,35,17915,58,298,4,4,4,4,0,1,3,2,3,338,2061035,1,49,12,91355,7612,7612,1
-4363-11-28T20:54:04.759735256,759735256,75244759735256,759735,75244759735,759,75244759,4,75244,54,1254,8,8,20,20,1,6,7,3,28,332,-2312749,4,48,11,-52346,4364,-4363,0
2886-12-10T20:26:14.330112040,330112040,73574330112040,330112,73574330112,330,73574330,14,73574,26,1226,8,8,20,20,1,2,3,1,10,344,334906,2,50,12,34643,2886,2886,1
-4332-07-25T16:20:30.468558061,468558061,58830468558061,468558,58830468558,468,58830468,30,58830,20,980,4,4,16,16,1,3,4,4,25,207,-2301552,4,30,7,-51978,4333,-4332,0
-3930-06-13T08:31:29.937002325,937002325,30689937002325,937002,30689937002,937,30689937,29,30689,31,511,8,8,8,8,0,5,6,3,13,164,-2154767,2,24,6,-47155,3931,-3930,0
9110-03-20T09:02:17.920997967,920997967,32537920997967,920997,32537920997,920,32537920,17,32537,2,542,9,9,9,9,0,7,6,2,20,79,2607909,3,12,3,109322,9110,9110,1
9348-06-09T21:31:33.544230947,544230947,77493544230947,544230,77493544230,544,77493544,33,77493,31,1291,9,9,21,21,1,7,2,7,9,161,2694919,2,23,6,112181,9348,9348,1
-0196-06-05T17:33:16.181627868,181627868,63196181627868,181627,63196181627,181,63196181,16,63196,33,1053,5,5,17,17,1,2,5,3,5,157,-790960,1,23,6,-2347,197,-196,0
6442-02-08T09:07:15.607241728,607241728,32835607241728,607241,32835607241,607,32835607,15,32835,7,547,9,9,9,9,0,6,1,4,8,39,1633403,2,6,2,77305,6442,6442,1
-5821-06-28T04:12:39.866959525,866959525,15159866959525,866959,15159866959,866,15159866,39,15159,12,252,4,4,4,4,0,1,7,4,28,179,-2845426,4,26,6,-69847,5822,-5821,0
1679-03-01T08:29:50.179773623,179773623,30590179773623,179773,30590179773,179,30590179,50,30590,29,509,8,8,8,8,0,3,1,4,1,60,-106226,1,9,3,20150,1679,1679,1
-9337-01-16T15:00:29.928016956,928016956,54029928016956,928016,54029928016,928,54029928,29,54029,0,900,3,3,15,15,1,5,2,2,16,16,-4129782,3,3,1,-112044,9338,-9337,0
8084-04-25T20:53:18.878299181,878299181,75198878299181,878299,75198878299,878,75198878,18,75198,53,1253,8,8,20,20,1,2,4,4,25,116,2233208,4,17,4,97011,8084,8084,1
-4915-10-01T07:13:26.048765737,48765737,26006048765737,48765,26006048765,48,26006048,26,26006,13,433,7,7,7,7,0,4,1,1,1,274,-2514421,1,40,10,-58971,4916,-4915,0
-0874-08-04T04:58:32.589823583,589823583,17912589823583,589823,17912589823,589,17912589,32,17912,58,298,4,4,4,4,0,3,4,6,4,216,-1038535,1,31,8,-10481,875,-874,0
8536-05-03T19:38:35.389155005,389155005,70715389155005,389155,70715389155,389,70715389,35,70715,38,1178,7,7,19,19,1,4,3,5,3,124,2398305,1,18,5,102436,8536,8536,1
3649-09-06T15:00:53.138731112,138731112,54053138731112,138731,54053138731,138,54053138,53,54053,0,900,3,3,15,15,1,1,6,4,6,249,613491,1,36,9,43796,3649,3649,1
1402-06-25T18:27:48.086441060,86441060,66468086441060,86441,66468086441,86,66468086,48,66468,27,1107,6,6,18,18,1,5,4,1,25,176,-207283,4,26,6,16829,1402,1402,1
1125-11-01T11:23:12.046734729,46734729,40992046734729,46734,40992046734,46,40992046,12,40992,23,683,11,11,11,11,0,7,1,4,1,305,-308326,1,44,11,13510,1125,1125,1
-6421-11-03T13:34:09.766515230,766515230,48849766515230,766515,48849766515,766,48849766,9,48849,34,814,1,1,13,13,1,6,3,6,3,307,-3064444,1,44,11,-77042,6422,-6421,0
-9337-08-07T10:22:02.749849173,749849173,37322749849173,749849,37322749849,749,37322749,2,37322,22,622,10,10,10,10,0,5,7,2,7,219,-4129579,1,32,8,-112037,9338,-9337,0
2489-05-24T23:22:33.807783632,807783632,84153807783632,807783,84153807783,807,84153807,33,84153,22,1402,11,11,23,23,1,2,3,4,24,144,189705,4,21,5,29872,2489,2489,1
-2796-02-06T19:48:06.073714641,73714641,71286073714641,73714,71286073714,73,71286073,6,71286,48,1188,7,7,19,19,1,5,6,2,6,37,-1740710,1,6,2,-33551,2797,-2796,0
1001-06-02T03:58:22.908640123,908640123,14302908640123,908640,14302908640,908,14302908,22,14302,58,238,3,3,3,3,0,2,2,6,2,153,-353768,1,22,6,12017,1001,1001,1
-4700-04-17T16:43:14.899170522,899170522,60194899170522,899170,60194899170,899,60194899,14,60194,43,1003,4,4,16,16,1,6,3,2,17,107,-2436061,3,16,4,-56397,4701,-4700,0
-8531-07-06T15:09:25.617625374,617625374,54565617625374,617625,54565617625,617,54565617,25,54565,9,909,3,3,15,15,1,2,6,5,6,187,-3835225,1,27,7,-102366,8532,-8531,0
-0721-10-12T21:48:06.275297058,275297058,78486275297058,275297,78486275297,275,78486275,6,78486,48,1308,9,9,21,21,1,4,5,5,12,285,-982583,2,41,10,-8643,722,-721,0
-0896-05-02T12:15:08.456264664,456264664,44108456264664,456264,44108456264,456,44108456,8,44108,15,735,0,12,12,12,1,1,2,4,2,123,-1046664,1,18,5,-10748,897,-896,0
1837-10-13T18:14:40.627084230,627084230,65680627084230,627084,65680627084,627,65680627,40,65680,14,1094,6,6,18,18,1,5,6,6,13,286,-48292,2,41,10,22053,1837,1837,1
-0704-08-26T07:45:05.638725334,638725334,27905638725334,638725,27905638725,638,27905638,5,27905,45,465,7,7,7,7,0,7,5,1,26,239,-976420,4,35,8,-8441,705,-704,0
1624-08-13T09:47:17.245613719,245613719,35237245613719,245613,35237245613,245,35237245,17,35237,47,587,9,9,9,9,0,2,6,2,13,226,-126149,2,33,8,19495,1624,1624,1
2374-06-14T06:51:00.738665385,738665385,24660738665385,738665,24660738665,738,24660738,0,24660,51,411,6,6,6,6,0,5,7,4,14,165,147722,2,24,6,28493,2374,2374,1
9154-05-03T05:20:25.636229779,636229779,19225636229779,636229,19225636229,636,19225636,25,19225,20,320,5,5,5,5,0,1,3,4,3,123,2624024,1,18,5,109852,9154,9154,1
-7643-04-25T03:15:59.686360756,686360756,11759686360756,686360,11759686360,686,11759686,59,11759,15,195,3,3,3,3,0,4,4,3,25,115,-3510962,4,17,4,-91713,7644,-7643,0
7010-03-21T01:08:32.837535122,837535122,4112837535122,837535,4112837535,837,4112837,32,4112,8,68,1,1,1,1,0,3,7,3,21,80,1840901,3,12,3,84122,7010,7010,1
8393-04-19T03:15:59.213764263,213764263,11759213764263,213764,11759213764,213,11759213,59,11759,15,195,3,3,3,3,0,1,5,4,19,109,2346061,3,16,4,100719,8393,8393,1
-9633-11-23T11:31:25.711936286,711936286,41485711936286,711936,41485711936,711,41485711,25,41485,31,691,11,11,11,11,0,4,2,5,23,327,-4237583,4,47,11,-115586,9634,-9633,0
-2658-05-09T01:21:23.855646014,855646014,4883855646014,855646,4883855646,855,4883855,23,4883,21,81,1,1,1,1,0,3,2,3,9,129,-1690214,2,19,5,-31892,2659,-2658,0
-4656-09-15T01:00:10.886922454,886922454,3610886922454,886922,3610886922,886,3610886,10,3610,0,60,1,1,1,1,0,2,1,7,15,259,-2419839,3,37,9,-55864,4657,-4656,0
-7001-04-27T04:23:33.607988547,607988547,15813607988547,607988,15813607988,607,15813607,33,15813,23,263,4,4,4,4,0,6,6,5,27,117,-3276474,4,17,4,-84009,7002,-7001,0
-2843-11-12T04:08:35.305682670,305682670,14915305682670,305682,14915305682,305,14915305,35,14915,8,248,4,4,4,4,0,2,5,1,12,316,-1757597,2,46,11,-34106,2844,-2843,0
6509-07-27T13:03:53.040269485,40269485,47033040269485,40269,47033040269,40,47033040,53,47033,3,783,1,1,13,13,1,6,6,5,27,208,1658043,4,30,7,78114,6509,6509,1
-1628-04-14T12:16:02.269202559,269202559,44162269202559,269202,44162269202,269,44162269,2,44162,16,736,0,12,12,12,1,5,7,7,14,105,-1314039,2,15,4,-19533,1629,-1628,0
-2029-02-07T03:15:46.795192095,795192095,11746795192095,795192,11746795192,795,11746795,46,11746,15,195,3,3,3,3,0,7,7,3,7,38,-1460568,1,6,2,-24347,2030,-2029,0
-6064-08-04T20:00:56.131907937,131907937,72056131907937,131907,72056131907,131,72056131,56,72056,0,1200,8,8,20,20,1,2,4,7,4,217,-2934143,1,31,8,-72761,6065,-6064,0
-2828-04-05T04:15:10.017059795,17059795,15310017059795,17059,15310017059,17,15310017,10,15310,15,255,4,4,4,4,0,3,5,5,5,96,-1752339,1,14,4,-33933,2829,-2828,0
4119-09-25T12:51:57.264521353,264521353,46317264521353,264521,46317264521,264,46317264,57,46317,51,771,0,12,12,12,1,1,4,2,25,268,785173,4,39,9,49436,4119,4119,1
8273-08-14T20:05:21.741288837,741288837,72321741288837,741288,72321741288,741,72321741,21,72321,5,1205,8,8,20,20,1,4,7,2,14,226,2302349,2,33,8,99283,8273,8273,1
2680-04-04T17:52:31.343161850,343161850,64351343161850,343161,64351343161,343,64351343,31,64351,52,1072,5,5,17,17,1,7,4,4,4,95,259416,1,14,4,32163,2680,2680,1
3292-02-09T20:07:26.732457375,732457375,72446732457375,732457,72446732457,732,72446732,26,72446,7,1207,8,8,20,20,1,6,2,5,9,40,482890,2,6,2,39505,3292,3292,1
-8777-10-08T15:03:37.859381349,859381349,54217859381349,859381,54217859381,859,54217859,37,54217,3,903,3,3,15,15,1,7,1,1,8,281,-3924981,2,41,10,-105315,8778,-8777,0
6475-07-17T16:33:26.908845437,908845437,59606908845437,908845,59606908845,908,59606908,26,59606,33,993,4,4,16,16,1,3,3,2,17,198,1645615,3,29,7,77706,6475,6475,1
8195-09-15T23:39:28.454301907,454301907,85168454301907,454301,85168454301,454,85168454,28,85168,39,1419,11,11,23,23,1,2,1,6,15,258,2273892,3,37,9,98348,8195,8195,1
2551-10-03T15:25:18.335033671,335033671,55518335033671,335033,55518335033,335,55518335,18,55518,25,925,3,3,15,15,1,7,3,3,3,276,212481,1,40,10,30621,2551,2551,1
-0849-02-23T07:39:13.261828030,261828030,27553261828030,261828,27553261828,261,27553261,13,27553,39,459,7,7,7,7,0,5,2,5,23,54,-1029566,4,8,2,-10187,850,-849,0
-0466-06-10T16:21:40.776870274,776870274,58900776870274,776870,58900776870,776,58900776,40,58900,21,981,4,4,16,16,1,7,3,7,10,161,-889571,2,23,6,-5587,467,-466,0
-0647-06-10T02:09:02.048484647,48484647,7742048484647,48484,7742048484,48,7742048,2,7742,9,129,2,2,2,2,0,7,3,7,10,161,-955679,2,23,6,-7759,648,-647,0
-0261-07-25T21:07:59.447528714,447528714,76079447528714,447528,76079447528,447,76079447,59,76079,7,1267,9,9,21,21,1,6,4,3,25,206,-814651,4,30,7,-3126,262,-261,0
-1629-05-20T21:42:30.919872595,919872595,78150919872595,919872,78150919872,919,78150919,30,78150,42,1302,9,9,21,21,1,4,6,7,20,140,-1314369,3,20,5,-19544,1630,-1629,0
-2841-04-19T07:54:26.250378970,250378970,28466250378970,250378,28466250378,250,28466250,26,28466,54,474,7,7,7,7,0,7,5,4,19,109,-1757074,3,16,4,-34089,2842,-2841,0
2457-03-15T15:39:53.571941376,571941376,56393571941376,571941,56393571941,571,56393571,53,56393,39,939,3,3,15,15,1,4,1,4,15,74,177947,3,11,3,29486,2457,2457,1
1370-02-13T16:50:40.127611288,127611288,60640127611288,127611,60640127611,127,60640127,40,60640,50,1010,4,4,16,16,1,2,6,2,13,44,-219102,2,7,2,16441,1370,1370,1
-8293-04-09T18:06:31.225244917,225244917,65191225244917,225244,65191225244,225,65191225,31,65191,6,1086,6,6,18,18,1,6,2,1,9,99,-3748386,2,15,4,-99513,8294,-8293,0
-5131-03-26T08:51:01.879219848,879219848,31861879219848,879219,31861879219,879,31861879,1,31861,51,531,8,8,8,8,0,2,5,1,26,85,-2593502,4,13,3,-61570,5132,-5131,0
6465-06-07T14:31:42.663709958,663709958,52302663709958,663709,52302663709,663,52302663,42,52302,31,871,2,2,14,14,1,7,7,4,7,158,1641923,1,23,6,77585,6465,6465,1
4577-10-04T01:18:57.004323352,4323352,4737004323352,4323,4737004323,4,4737004,57,4737,18,78,1,1,1,1,0,6,4,4,4,277,952464,1,40,10,54933,4577,4577,1
-0715-12-15T19:05:01.217060264,217060264,68701217060264,217060,68701217060,217,68701217,1,68701,5,1145,7,7,19,19,1,6,1,6,15,349,-980327,3,50,12,-8569,716,-715,0
-1881-07-07T07:52:59.919923176,919923176,28379919923176,919923,28379919923,919,28379919,59,28379,52,472,7,7,7,7,0,5,7,6,7,188,-1406362,1,27,7,-22566,1882,-1881,0
4411-11-19T08:31:48.302222192,302222192,30708302222192,302222,30708302222,302,30708302,48,30708,31,511,8,8,8,8,0,6,5,1,19,323,891879,3,47,11,52942,4411,4411,1
